sample_name,data_dir,sample_type,comments,acquisition_method,processing_method,rack_code,plate_code,vial_position,rack_position,plate_position,injection_volume,dilution_factor,weight_to_volume,set_name,filename
150601_0_BloodProject01_P_150_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_150_Broth-2-10.0x.mzML
150601_0_BloodProject01_P_150_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_150_Broth-2.mzML
150601_0_BloodProject01_P_150_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_150_Broth-3-10.0x.mzML
150601_0_BloodProject01_P_150_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_150_Broth-3.mzML
150601_0_BloodProject01_P_150_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_150_Broth-4-10.0x.mzML
150601_0_BloodProject01_P_150_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_150_Broth-4.mzML
150601_0_BloodProject01_P_150_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_150_Broth-5-10.0x.mzML
150601_0_BloodProject01_P_150_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_150_Broth-5.mzML
150601_0_BloodProject01_P_150_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_150_Broth-6-10.0x.mzML
150601_0_BloodProject01_P_150_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_150_Broth-6.mzML
150601_0_BloodProject01_P_151_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_151_Broth-1-10.0x.mzML
150601_0_BloodProject01_P_151_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_151_Broth-1.mzML
150601_0_BloodProject01_P_151_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_151_Broth-2-10.0x.mzML
150601_0_BloodProject01_P_151_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_151_Broth-2.mzML
150601_0_BloodProject01_P_151_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_151_Broth-3-10.0x.mzML
150601_0_BloodProject01_P_151_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_151_Broth-3.mzML
150601_0_BloodProject01_P_151_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_151_Broth-4-10.0x.mzML
150601_0_BloodProject01_P_151_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_151_Broth-4.mzML
150601_0_BloodProject01_P_151_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_151_Broth-5-10.0x.mzML
150601_0_BloodProject01_P_151_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_151_Broth-5.mzML
150601_0_BloodProject01_P_151_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_151_Broth-6-10.0x.mzML
150601_0_BloodProject01_P_151_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_151_Broth-6.mzML
150601_0_BloodProject01_P_152_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_152_Broth-1-10.0x.mzML
150601_0_BloodProject01_P_152_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_152_Broth-1.mzML
150601_0_BloodProject01_P_152_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_152_Broth-2-10.0x.mzML
150601_0_BloodProject01_P_152_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_152_Broth-2.mzML
150601_0_BloodProject01_P_152_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_152_Broth-3-10.0x.mzML
150601_0_BloodProject01_P_152_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_152_Broth-3.mzML
150601_0_BloodProject01_P_152_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_152_Broth-4-10.0x.mzML
150601_0_BloodProject01_P_152_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_152_Broth-4.mzML
150601_0_BloodProject01_P_152_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_152_Broth-5-10.0x.mzML
150601_0_BloodProject01_P_152_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_152_Broth-5.mzML
150601_0_BloodProject01_P_152_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_152_Broth-6-10.0x.mzML
150601_0_BloodProject01_P_152_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_152_Broth-6.mzML
150601_0_BloodProject01_P_153_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_153_Broth-1-10.0x.mzML
150601_0_BloodProject01_P_153_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_153_Broth-1.mzML
150601_0_BloodProject01_P_153_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_153_Broth-2-10.0x.mzML
150601_0_BloodProject01_P_153_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_153_Broth-2.mzML
150601_0_BloodProject01_P_153_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_153_Broth-3-10.0x.mzML
150601_0_BloodProject01_P_153_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_153_Broth-3.mzML
150601_0_BloodProject01_P_153_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_153_Broth-4-10.0x.mzML
150601_0_BloodProject01_P_153_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_153_Broth-4.mzML
150601_0_BloodProject01_P_153_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_153_Broth-5-10.0x.mzML
150601_0_BloodProject01_P_153_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_153_Broth-5.mzML
150601_0_BloodProject01_P_153_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_153_Broth-6-10.0x.mzML
150601_0_BloodProject01_P_153_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_153_Broth-6.mzML
150601_0_BloodProject01_P_154_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_154_Broth-1-10.0x.mzML
150601_0_BloodProject01_P_154_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_154_Broth-1.mzML
150601_0_BloodProject01_P_154_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_154_Broth-2-10.0x.mzML
150601_0_BloodProject01_P_154_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_154_Broth-2.mzML
150601_0_BloodProject01_P_154_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_154_Broth-3-10.0x.mzML
150601_0_BloodProject01_P_154_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_154_Broth-3.mzML
150601_0_BloodProject01_P_154_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_154_Broth-4-10.0x.mzML
150601_0_BloodProject01_P_154_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_154_Broth-4.mzML
150601_0_BloodProject01_P_154_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_154_Broth-5-10.0x.mzML
150601_0_BloodProject01_P_154_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_154_Broth-5.mzML
150601_0_BloodProject01_P_154_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_154_Broth-6-10.0x.mzML
150601_0_BloodProject01_P_154_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_154_Broth-6.mzML
150601_0_BloodProject01_P_155_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_155_Broth-1-10.0x.mzML
150601_0_BloodProject01_P_155_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_155_Broth-1.mzML
150601_0_BloodProject01_P_155_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_155_Broth-2-10.0x.mzML
150601_0_BloodProject01_P_155_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_155_Broth-2.mzML
150601_0_BloodProject01_P_155_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_155_Broth-3-10.0x.mzML
150601_0_BloodProject01_P_155_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_155_Broth-3.mzML
150601_0_BloodProject01_P_155_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_155_Broth-4-10.0x.mzML
150601_0_BloodProject01_P_155_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_155_Broth-4.mzML
150601_0_BloodProject01_P_155_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_155_Broth-5-10.0x.mzML
150601_0_BloodProject01_P_155_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_155_Broth-5.mzML
150601_0_BloodProject01_P_155_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_155_Broth-6-10.0x.mzML
150601_0_BloodProject01_P_155_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_155_Broth-6.mzML
150601_0_BloodProject01_P_30_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_30_Broth-1-10.0x.mzML
150601_0_BloodProject01_P_30_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_30_Broth-1.mzML
150601_0_BloodProject01_P_30_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_30_Broth-2-10.0x.mzML
150601_0_BloodProject01_P_30_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_30_Broth-2.mzML
150601_0_BloodProject01_P_30_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_30_Broth-3-10.0x.mzML
150601_0_BloodProject01_P_30_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_30_Broth-3.mzML
150601_0_BloodProject01_P_30_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_30_Broth-4-10.0x.mzML
150601_0_BloodProject01_P_30_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_30_Broth-4.mzML
150601_0_BloodProject01_P_30_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_30_Broth-5-10.0x.mzML
150601_0_BloodProject01_P_30_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_30_Broth-5.mzML
150601_0_BloodProject01_P_30_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_30_Broth-6-10.0x.mzML
150601_0_BloodProject01_P_30_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_30_Broth-6.mzML
150601_0_BloodProject01_P_31_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_31_Broth-1-10.0x.mzML
150601_0_BloodProject01_P_31_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_31_Broth-1.mzML
150601_0_BloodProject01_P_31_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_31_Broth-2-10.0x.mzML
150601_0_BloodProject01_P_31_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_31_Broth-2.mzML
150601_0_BloodProject01_P_31_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_31_Broth-3-10.0x.mzML
150601_0_BloodProject01_P_31_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_31_Broth-3.mzML
150601_0_BloodProject01_P_31_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_31_Broth-4-10.0x.mzML
150601_0_BloodProject01_P_31_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_31_Broth-4.mzML
150601_0_BloodProject01_P_31_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_31_Broth-5-10.0x.mzML
150601_0_BloodProject01_P_31_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_31_Broth-5.mzML
150601_0_BloodProject01_P_31_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_31_Broth-6-10.0x.mzML
150601_0_BloodProject01_P_31_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_31_Broth-6.mzML
150601_0_BloodProject01_P_32_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_32_Broth-1-10.0x.mzML
150601_0_BloodProject01_P_32_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_32_Broth-1.mzML
150601_0_BloodProject01_P_32_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_32_Broth-2-10.0x.mzML
150601_0_BloodProject01_P_32_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_32_Broth-2.mzML
150601_0_BloodProject01_P_32_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_32_Broth-3-10.0x.mzML
150601_0_BloodProject01_P_32_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_32_Broth-3.mzML
150601_0_BloodProject01_P_32_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_32_Broth-4-10.0x.mzML
150601_0_BloodProject01_P_32_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_32_Broth-4.mzML
150601_0_BloodProject01_P_32_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_32_Broth-5-10.0x.mzML
150601_0_BloodProject01_P_32_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_32_Broth-5.mzML
150601_0_BloodProject01_P_32_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_32_Broth-6-10.0x.mzML
150601_0_BloodProject01_P_32_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_32_Broth-6.mzML
150601_0_BloodProject01_P_33_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_33_Broth-1-10.0x.mzML
150601_0_BloodProject01_P_33_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_33_Broth-1.mzML
150601_0_BloodProject01_P_33_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_33_Broth-2-10.0x.mzML
150601_0_BloodProject01_P_33_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_33_Broth-2.mzML
150601_0_BloodProject01_P_33_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_33_Broth-3-10.0x.mzML
150601_0_BloodProject01_P_33_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_33_Broth-3.mzML
150601_0_BloodProject01_P_33_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_33_Broth-4-10.0x.mzML
150601_0_BloodProject01_P_33_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_33_Broth-4.mzML
150601_0_BloodProject01_P_33_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_33_Broth-5-10.0x.mzML
150601_0_BloodProject01_P_33_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_33_Broth-5.mzML
150601_0_BloodProject01_P_33_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_33_Broth-6-10.0x.mzML
150601_0_BloodProject01_P_33_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_33_Broth-6.mzML
150601_0_BloodProject01_P_34_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_34_Broth-1-10.0x.mzML
150601_0_BloodProject01_P_34_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_34_Broth-1.mzML
150601_0_BloodProject01_P_34_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_34_Broth-2-10.0x.mzML
150601_0_BloodProject01_P_34_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_34_Broth-2.mzML
150601_0_BloodProject01_P_34_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_34_Broth-3-10.0x.mzML
150601_0_BloodProject01_P_34_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_34_Broth-3.mzML
150601_0_BloodProject01_P_34_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_34_Broth-4-10.0x.mzML
150601_0_BloodProject01_P_34_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_34_Broth-4.mzML
150601_0_BloodProject01_P_34_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_34_Broth-5-10.0x.mzML
150601_0_BloodProject01_P_34_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_34_Broth-5.mzML
150601_0_BloodProject01_P_34_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_34_Broth-6-10.0x.mzML
150601_0_BloodProject01_P_34_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_34_Broth-6.mzML
150601_0_BloodProject01_P_35_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_35_Broth-1-10.0x.mzML
150601_0_BloodProject01_P_35_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_35_Broth-1.mzML
150601_0_BloodProject01_P_35_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_35_Broth-2-10.0x.mzML
150601_0_BloodProject01_P_35_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_35_Broth-2.mzML
150601_0_BloodProject01_P_35_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_35_Broth-3-10.0x.mzML
150601_0_BloodProject01_P_35_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_35_Broth-3.mzML
150601_0_BloodProject01_P_35_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_35_Broth-4-10.0x.mzML
150601_0_BloodProject01_P_35_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_35_Broth-4.mzML
150601_0_BloodProject01_P_35_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_35_Broth-5-10.0x.mzML
150601_0_BloodProject01_P_35_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_35_Broth-5.mzML
150601_0_BloodProject01_P_35_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_35_Broth-6-10.0x.mzML
150601_0_BloodProject01_P_35_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_35_Broth-6.mzML
150601_0_BloodProject01_P_36_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_36_Broth-1-10.0x.mzML
150601_0_BloodProject01_P_36_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150601_0_BloodProject01_P_36_Broth-1.mzML
